Chemical Name,shape,coating,diameter mean,diameter Units,Chemical Purity Mean,surface (m2/g),size mean,Size Units,Dissolution,zp mean,zp Units,Species group,Species Scientific Name,media type,illumination,Endpoint,Duration,Observed Duration Units,Toxicity Conc Mean,Toxicity Conc Units,authors,title,journal,vol,issue,year
CuO,,,50,nm,,,557.3,nm,"analysed, value not given",-21.9,mV,crustacean,Daphnia magna,"moderately hard reconstituted water (96 mg/L NaHCO3, 60 mg/L CaSO4·2H2O,
60 mg/L MgSO4, 4 mg/L KCl; pH 7.6, according to the US EPA)",16-h/8-h light/dark cycle,EC50,24,h,26.6, µg dissolved Cu/L,"Jo, Hun Je; Choi, Jae Woo; Lee, Sang Hyup; Hong, Seok Won",Acute toxicity of Ag and CuO nanoparticle suspensions against Daphnia magna: The importance of their dissolved fraction varying with preparation methods,JOURNAL OF HAZARDOUS MATERIALS,227,,2012
CuO,,,50,nm,,,237,nm,"analysed, value not given",-22.9,mV,crustacean,Daphnia magna,"moderately hard reconstituted water (96 mg/L NaHCO3, 60 mg/L CaSO4·2H2O,
60 mg/L MgSO4, 4 mg/L KCl; pH 7.6, according to the US EPA)",16-h/8-h light/dark cycle,EC50,24,h,37.7, µg dissolved Cu/L,"Jo, Hun Je; Choi, Jae Woo; Lee, Sang Hyup; Hong, Seok Won",Acute toxicity of Ag and CuO nanoparticle suspensions against Daphnia magna: The importance of their dissolved fraction varying with preparation methods,JOURNAL OF HAZARDOUS MATERIALS,227,,2012
CuO,,,50,nm,,,557.3,nm,"analysed, value not given",-21.9,mV,crustacean,Daphnia magna,"moderately hard reconstituted water (96 mg/L NaHCO3, 60 mg/L CaSO4·2H2O,
60 mg/L MgSO4, 4 mg/L KCl; pH 7.6, according to the US EPA)",16-h/8-h light/dark cycle,EC50,24,h,32.5, µg dissolved Cu/L,"Jo, Hun Je; Choi, Jae Woo; Lee, Sang Hyup; Hong, Seok Won",Acute toxicity of Ag and CuO nanoparticle suspensions against Daphnia magna: The importance of their dissolved fraction varying with preparation methods,JOURNAL OF HAZARDOUS MATERIALS,227,,2012
CuO,,,50,nm,,,237,nm,"analysed, value not given",-22.9,mV,crustacean,Daphnia magna,"moderately hard reconstituted water (96 mg/L NaHCO3, 60 mg/L CaSO4·2H2O,
60 mg/L MgSO4, 4 mg/L KCl; pH 7.6, according to the US EPA)",16-h/8-h light/dark cycle,EC50,24,h,31.4, µg dissolved Cu/L,"Jo, Hun Je; Choi, Jae Woo; Lee, Sang Hyup; Hong, Seok Won",Acute toxicity of Ag and CuO nanoparticle suspensions against Daphnia magna: The importance of their dissolved fraction varying with preparation methods,JOURNAL OF HAZARDOUS MATERIALS,227,,2012
CuO,,,40,nm,,,,nm,,,mV,plant,Lactuca sativa L.,"filter paper, distilled water",dark,EC50,3,days,0.46, mg/L,"Ko, Kyung-Seok; Kong, In Chul","Toxic effects of nanoparticles on bioluminescence activity, seed germination, and gene mutation",APPLIED MICROBIOLOGY AND BIOTECHNOLOGY,98,7,2014
CuO,,,40,nm,,,,nm,,,mV,plant,Raphanus sativus L.,"filter paper, distilled water",dark,EC50,3,days,26.84, mg/L,"Ko, Kyung-Seok; Kong, In Chul","Toxic effects of nanoparticles on bioluminescence activity, seed germination, and gene mutation",APPLIED MICROBIOLOGY AND BIOTECHNOLOGY,98,7,2014
CuO,,,100,nm,,12.55,,nm,<detection limit at 200 mg/L,,mV,bacteria,Vibrio fischeri,Microtox; 20‰ NaCl,dark,EC50,0.5,h,250,mg/L,"Goix, Sylvaine; Leveque, Thibaut; Xiong, Tian-Tian; Schreck, Eva; Baeza-Squiban, Armelle; Geret, Florence; Uzu, Gaelle; Austruy, Annabelle; Dumat, Camille",Environmental and health impacts of fine and ultrafine metallic particles: Assessment of threat scores,ENVIRONMENTAL RESEARCH,133,,2014
CuO,,,30,nm,,,,nm,"exponential; % of bioavailable Cu = 
-2.8327*ln(Cu total) + 15.908",,mV,crustacean,Daphnia magna,synthetic freshwater,dark,LC50 ,48,h,3.2,mg/L,"Heinlaan, Margit; Ivask, Angela; Blinova, Irina; Dubourguier, Henri-Charles; Kahru, Anne","Toxicity of nanosized and bulk ZnO, CuO and TiO(2) to bacteria Vibrio fischeri and crustaceans Daphnia magna and Thamnocephalus platyurus",CHEMOSPHERE,71,7,2008
CuO,,,30,nm,,,,nm,"exponential; % of bioavailable Cu = 
-2.8327*ln(Cu total) + 15.908",,mV,crustacean,Thamnocephalus platyurus,synthetic freshwater,dark,LC50 ,24,h,2.1,mg/L,"Heinlaan, Margit; Ivask, Angela; Blinova, Irina; Dubourguier, Henri-Charles; Kahru, Anne","Toxicity of nanosized and bulk ZnO, CuO and TiO(2) to bacteria Vibrio fischeri and crustaceans Daphnia magna and Thamnocephalus platyurus",CHEMOSPHERE,71,7,2008
CuO,,,30,nm,,,,nm,< 0.01 mg/L,,mV,algae,Nitellopsis obtusa,"artificial pond water (APW) containing (mM) 0.1 KH2PO4, 1.0 NaHCO3,0.4 CaCl2, 0.1 Mg(NO3)2, and 0.1 MgSO4 (pH 7–7.4)",dark,LC50 ,96,h,2.8,mg/L,"Manusadzianas, Levonas; Caillet, Celine; Fachetti, Louis; Gylyte, Brigita; Grigutyte, Reda; Jurkoniene, Sigita; Karitonas, Rolandas; Sadauskas, Kazys; Thomas, Fabien; Vitkus, Rimantas; Ferard, Jean-Francois",Toxicity of copper oxide nanoparticle suspensions to aquatic biota,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,31,1,2012
CuO,,,30,nm,,,,nm,< 0.01 mg/L,,mV,algae,Nitellopsis obtusa,"artificial pond water (APW) containing (mM) 0.1 KH2PO4, 1.0 NaHCO3,0.4 CaCl2, 0.1 Mg(NO3)2, and 0.1 MgSO4 (pH 7–7.4)",dark,LC50 ,96,h,4.3,mg/L,"Manusadzianas, Levonas; Caillet, Celine; Fachetti, Louis; Gylyte, Brigita; Grigutyte, Reda; Jurkoniene, Sigita; Karitonas, Rolandas; Sadauskas, Kazys; Thomas, Fabien; Vitkus, Rimantas; Ferard, Jean-Francois",Toxicity of copper oxide nanoparticle suspensions to aquatic biota,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,31,1,2012
CuO,,,30,nm,,,,nm,< 0.01 mg/L,,mV,crustacean,Thamnocephalus platyurus,Thamnotoxkit F; standard freshwater,dark,LC50 ,24,h,8.5,mg/L,"Manusadzianas, Levonas; Caillet, Celine; Fachetti, Louis; Gylyte, Brigita; Grigutyte, Reda; Jurkoniene, Sigita; Karitonas, Rolandas; Sadauskas, Kazys; Thomas, Fabien; Vitkus, Rimantas; Ferard, Jean-Francois",Toxicity of copper oxide nanoparticle suspensions to aquatic biota,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,31,1,2012
CuO,,,30,nm,,,,nm,< 0.01 mg/L,,mV,crustacean,Thamnocephalus platyurus,Thamnotoxkit F; standard freshwater,dark,LC50 ,24,h,9.8,mg/L,"Manusadzianas, Levonas; Caillet, Celine; Fachetti, Louis; Gylyte, Brigita; Grigutyte, Reda; Jurkoniene, Sigita; Karitonas, Rolandas; Sadauskas, Kazys; Thomas, Fabien; Vitkus, Rimantas; Ferard, Jean-Francois",Toxicity of copper oxide nanoparticle suspensions to aquatic biota,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,31,1,2012
CuO,,,30,nm,,,,nm,< 0.01 mg/L,,mV,rotifer,Brachionus calyciflorus,Rotoxkit F; standard freshwater,dark,LC50 ,24,h,0.39,mg/L,"Manusadzianas, Levonas; Caillet, Celine; Fachetti, Louis; Gylyte, Brigita; Grigutyte, Reda; Jurkoniene, Sigita; Karitonas, Rolandas; Sadauskas, Kazys; Thomas, Fabien; Vitkus, Rimantas; Ferard, Jean-Francois",Toxicity of copper oxide nanoparticle suspensions to aquatic biota,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,31,1,2012
CuO,,,30,nm,,,,nm,< 0.01 mg/L,,mV,rotifer,Brachionus calyciflorus,Rotoxkit F; standard freshwater,dark,LC50 ,24,h,0.24,mg/L,"Manusadzianas, Levonas; Caillet, Celine; Fachetti, Louis; Gylyte, Brigita; Grigutyte, Reda; Jurkoniene, Sigita; Karitonas, Rolandas; Sadauskas, Kazys; Thomas, Fabien; Vitkus, Rimantas; Ferard, Jean-Francois",Toxicity of copper oxide nanoparticle suspensions to aquatic biota,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,31,1,2012
CuO,,,30,nm,,,,nm,< 0.01 mg/L,,mV,algae,Chlorella spp.,LuminoTox; reaction buffer,,IC50,0.5,h,47,mg/L,"Manusadzianas, Levonas; Caillet, Celine; Fachetti, Louis; Gylyte, Brigita; Grigutyte, Reda; Jurkoniene, Sigita; Karitonas, Rolandas; Sadauskas, Kazys; Thomas, Fabien; Vitkus, Rimantas; Ferard, Jean-Francois",Toxicity of copper oxide nanoparticle suspensions to aquatic biota,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,31,1,2012
CuO,,,30,nm,,,,nm,< 0.01 mg/L,,mV,algae,Chlorella spp.,LuminoTox; reaction buffer,,IC50,0.5,h,57,mg/L,"Manusadzianas, Levonas; Caillet, Celine; Fachetti, Louis; Gylyte, Brigita; Grigutyte, Reda; Jurkoniene, Sigita; Karitonas, Rolandas; Sadauskas, Kazys; Thomas, Fabien; Vitkus, Rimantas; Ferard, Jean-Francois",Toxicity of copper oxide nanoparticle suspensions to aquatic biota,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,31,1,2012
CuO,,,40,nm,99.5,,340,nm,"0.6 mg/L at 25 mg/L
1.87 mg/L at 75 mg/L",,mV,insect,Allogamus ligonifer,"stream water (silica 9.6 ± 2 mg/L, Na+ 4.1 ± 0.4 mg/L, Ca2+ 1.3 ± 0.3 mg/L, K+ 0.6 ± 0.1 mg/L, HCO3- 8.0 ± 0.8 mg/L, Cl-  4.2 ± 0.4 mg/L, and SO4- 1.0 ± 0.2 mg/L. pH 5.8 ± 0.2",12-h/12-h light/dark cycle,LC50 ,96,h,569,mg/L,"Pradhan, Arunava; Seena, Sahadevan; Pascoal, Claudia; Cassio, Fernanda",Copper oxide nanoparticles can induce toxicity to the freshwater shredder Allogamus ligonifer,CHEMOSPHERE,89,9,2012
Fe2O3,,,30,nm,99.5,38.57,1.025,µm,,,mV,Zebrafish,Danio rerio,"Zebrafish culture medium (64.75 mg/L NaHCO3, 5.75 mg/L KCl, 123.25 mg/L MgSO·7H2O, and 294 mg/L CaCl2·2H2O) prepared according to ISO (Geneva, Switzerland) standard 7346-3:1996.",4-h/10-h light/dark cycle,EC50 ,168,h,36.06,mg/L,"Zhu, Xiaoshan; Tian, Shengyan; Cai, Zhonghua",Toxicity Assessment of Iron Oxide Nanoparticles in Zebrafish (Danio rerio) Early Life Stages,PLOS ONE,7,9,2012
Fe2O3,,,30,nm,,,,µm,,,mV,bacteria,"Esherichia coli
strain RB1436","minimum salt medium (MgSO4·7H2O 0.2 g, CaCl2 0.1 g, FeSO4·7H2O 0.05 mg, NaMoO4·2H2O 0.05 mg, K2HPO4 0.43 g, KH2PO4 0.23 g/l)",,EC50,1.5,h,1000,mg/L,"Ko, Kyung-Seok; Kong, In Chul","Toxic effects of nanoparticles on bioluminescence activity, seed germination, and gene mutation",APPLIED MICROBIOLOGY AND BIOTECHNOLOGY,98,7,2014
Fe2O3,,,30,nm,,,,µm,,,mV,plant,Lactuca sativa L.,"filter paper, distilled water",dark,EC50,3,days,1000,mg/L,"Ko, Kyung-Seok; Kong, In Chul","Toxic effects of nanoparticles on bioluminescence activity, seed germination, and gene mutation",APPLIED MICROBIOLOGY AND BIOTECHNOLOGY,98,7,2014
Fe2O3,,,30,nm,,,,µm,,,mV,plant,Raphanus sativus L.,"filter paper, distilled water",dark,EC50,3,days,1000,mg/L,"Ko, Kyung-Seok; Kong, In Chul","Toxic effects of nanoparticles on bioluminescence activity, seed germination, and gene mutation",APPLIED MICROBIOLOGY AND BIOTECHNOLOGY,98,7,2014
Fe2O3,,,30,nm,99.5,38.57,1.025,µm,,,mV,Zebrafish,Danio rerio,"Zebrafish culture medium (64.75 mg/L NaHCO3, 5.75 mg/L KCl, 123.25 mg/L MgSO·7H2O, and 294 mg/L CaCl2·2H2O) prepared according to ISO (Geneva, Switzerland) standard 7346-3:1996.",4-h/10-h light/dark cycle,LC50,168,h,53.35,mg/L,"Zhu, Xiaoshan; Tian, Shengyan; Cai, Zhonghua",Toxicity Assessment of Iron Oxide Nanoparticles in Zebrafish (Danio rerio) Early Life Stages,PLOS ONE,7,9,2012
Fe2O3,Spherical,,,nm,98,,30,nm,,,mV,algae,Nannochloropsis oculata,f/2 medium,natural light/dark cycle,EC50,72,h,202.926,mg/L,Nasrin Fazelian; Morteza Yousefzadi; Ali Movafeghi,"Algal Response to Metal Oxide Nanoparticles: Analysis of Growth, Protein Content, and Fatty Acid Composition",BioEnergy Research,13,,2020
Fe2O3,rod,,15,nm,,107,615,nm,,-27,mV,algae,Raphidocelis subcapitata,OECD 201,natural light/dark cycle,EC50,72,h,3.6,mg/L,Dana Kühnel; Carmen Nickel; Bryan Hellack; Esther van der Zalm; Carola Kussatz; Monika Herrchen; Boris Meisterjahn; Kerstin Hund-Rinke,Closing gaps for environmental risk screening of engineered nanomaterials,NanoImpact,15,,2019
Fe2O3,rod,,15,nm,,107,615,nm,,-27,mV,algae,Desmodesmus subspicatus,OECD 201,natural light/dark cycle,EC50,72,h,28,mg/L,Dana Kühnel; Carmen Nickel; Bryan Hellack; Esther van der Zalm; Carola Kussatz; Monika Herrchen; Boris Meisterjahn; Kerstin Hund-Rinke,Closing gaps for environmental risk screening of engineered nanomaterials,NanoImpact,15,,2019
Fe2O3,rod,,15,nm,,107,615,nm,,-27,mV,crustacean,Daphnia magna,OECD 202,natural light/dark cycle,EC50,48,h,100,mg/L,Dana Kühnel; Carmen Nickel; Bryan Hellack; Esther van der Zalm; Carola Kussatz; Monika Herrchen; Boris Meisterjahn; Kerstin Hund-Rinke,Closing gaps for environmental risk screening of engineered nanomaterials,NanoImpact,15,,2019
Fe2O3,rod,,15,nm,,107,615,nm,,-27,mV,crustacean,Daphnia magna,OECD 201,natural light/dark cycle,EC50,72,h,38,mg/L,Dana Kühnel; Carmen Nickel; Bryan Hellack; Esther van der Zalm; Carola Kussatz; Monika Herrchen; Boris Meisterjahn; Kerstin Hund-Rinke,Closing gaps for environmental risk screening of engineered nanomaterials,NanoImpact,15,,2019
Fe2O3,rod,,15,nm,,107,615,nm,,-27,mV,fish,Danio rerio,OECD 236,natural light/dark cycle,EC50,96,h,100,mg/L,Dana Kühnel; Carmen Nickel; Bryan Hellack; Esther van der Zalm; Carola Kussatz; Monika Herrchen; Boris Meisterjahn; Kerstin Hund-Rinke,Closing gaps for environmental risk screening of engineered nanomaterials,NanoImpact,15,,2019
Fe2O3,,,37,nm,,30,489,nm,,18,mV,algae,Raphidocelis subcapitata,OECD 201,natural light/dark cycle,EC50,72,h,2.4,mg/L,Dana Kühnel; Carmen Nickel; Bryan Hellack; Esther van der Zalm; Carola Kussatz; Monika Herrchen; Boris Meisterjahn; Kerstin Hund-Rinke,Closing gaps for environmental risk screening of engineered nanomaterials,NanoImpact,15,,2019
Fe2O3,,,37,nm,,30,489,nm,,18,mV,algae,Desmodesmus subspicatus,OECD 201,natural light/dark cycle,EC50,72,h,27,mg/L,Dana Kühnel; Carmen Nickel; Bryan Hellack; Esther van der Zalm; Carola Kussatz; Monika Herrchen; Boris Meisterjahn; Kerstin Hund-Rinke,Closing gaps for environmental risk screening of engineered nanomaterials,NanoImpact,15,,2019
Fe2O3,,,37,nm,,30,489,nm,,18,mV,crustacean,Daphnia magna,OECD 202,natural light/dark cycle,EC50,48,h,100,mg/L,Dana Kühnel; Carmen Nickel; Bryan Hellack; Esther van der Zalm; Carola Kussatz; Monika Herrchen; Boris Meisterjahn; Kerstin Hund-Rinke,Closing gaps for environmental risk screening of engineered nanomaterials,NanoImpact,15,,2019
Fe2O3,,,37,nm,,30,489,nm,,18,mV,crustacean,Daphnia magna,OECD 201,natural light/dark cycle,EC50,72,h,100,mg/L,Dana Kühnel; Carmen Nickel; Bryan Hellack; Esther van der Zalm; Carola Kussatz; Monika Herrchen; Boris Meisterjahn; Kerstin Hund-Rinke,Closing gaps for environmental risk screening of engineered nanomaterials,NanoImpact,15,,2019
Fe2O3,,,37,nm,,30,489,nm,,18,mV,fish,Danio rerio,OECD 236,natural light/dark cycle,EC50,96,h,100,mg/L,Dana Kühnel; Carmen Nickel; Bryan Hellack; Esther van der Zalm; Carola Kussatz; Monika Herrchen; Boris Meisterjahn; Kerstin Hund-Rinke,Closing gaps for environmental risk screening of engineered nanomaterials,NanoImpact,15,,2019
Fe2O3,,,48,nm,,12,,nm,,-55,mV,algae,Raphidocelis subcapitata,OECD 201,natural light/dark cycle,EC50,72,h,111,mg/L,Dana Kühnel; Carmen Nickel; Bryan Hellack; Esther van der Zalm; Carola Kussatz; Monika Herrchen; Boris Meisterjahn; Kerstin Hund-Rinke,Closing gaps for environmental risk screening of engineered nanomaterials,NanoImpact,15,,2019
Fe2O3,,,48,nm,,12,,nm,,-55,mV,algae,Desmodesmus subspicatus,OECD 201,natural light/dark cycle,EC50,72,h,51,mg/L,Dana Kühnel; Carmen Nickel; Bryan Hellack; Esther van der Zalm; Carola Kussatz; Monika Herrchen; Boris Meisterjahn; Kerstin Hund-Rinke,Closing gaps for environmental risk screening of engineered nanomaterials,NanoImpact,15,,2019
Fe2O3,,,48,nm,,12,,nm,,-55,mV,crustacean,Daphnia magna,OECD 202,natural light/dark cycle,EC50,48,h,100,mg/L,Dana Kühnel; Carmen Nickel; Bryan Hellack; Esther van der Zalm; Carola Kussatz; Monika Herrchen; Boris Meisterjahn; Kerstin Hund-Rinke,Closing gaps for environmental risk screening of engineered nanomaterials,NanoImpact,15,,2019
Fe2O3,,,48,nm,,12,,nm,,-55,mV,crustacean,Daphnia magna,OECD 201,natural light/dark cycle,EC50,72,h,100,mg/L,Dana Kühnel; Carmen Nickel; Bryan Hellack; Esther van der Zalm; Carola Kussatz; Monika Herrchen; Boris Meisterjahn; Kerstin Hund-Rinke,Closing gaps for environmental risk screening of engineered nanomaterials,NanoImpact,15,,2019
Fe2O3,,,48,nm,,12,,nm,,-55,mV,fish,Danio rerio,OECD 236,natural light/dark cycle,EC50,96,h,100,mg/L,Dana Kühnel; Carmen Nickel; Bryan Hellack; Esther van der Zalm; Carola Kussatz; Monika Herrchen; Boris Meisterjahn; Kerstin Hund-Rinke,Closing gaps for environmental risk screening of engineered nanomaterials,NanoImpact,15,,2019
Fe3O4,Spherical,TMAOH-tetramethylammonium hydroxide,6,nm,,,,nm,,-58.4,mV,bacteria,Vibrio fischeri,"Microtox® system from Microbics Corporation, sodium chloride concentration 2%",Microtox® system from Microbics Corporation,EC50,5,min,0.24,mg/ml,"Garcia, Ana; Espinosa, Roser; Delgado, Lucia; Casals, Eudald; Gonzalez, Edgar; Puntes, Victor; Barata, Carlos; Font, Xavier; Sanchez, Antoni","Acute toxicity of cerium oxide, titanium oxide and iron oxide nanoparticles using standardized tests",DESALINATION,269,1月3日,2011
Fe3O4,,no,7.57,nm,,,,nm,,-51.6,mV,bacteria,Photobacterium phosphoreum,"Microtox® system from Microbics Corporation, pH 7, C(NaCl) 22%",Microtox® system from Microbics Corporation,EC50,5,min,52,mg/L,"Barrena, Raquel; Casals, Eudald; Colon, Joan; Font, Xavier; Sanchez, Antoni; Puntes, Victor",Evaluation of the ecotoxicity of model nanoparticles,CHEMOSPHERE,75,7,2009
Fe3O4,Spherical,TMAOH-tetramethylammonium hydroxide,6,nm,,,,nm,,-58.4,mV,bacteria,Vibrio fischeri,"Microtox® system from Microbics Corporation, sodium chloride concentration 2%",Microtox® system from Microbics Corporation,EC50,15,min,0.24,mg/ml,"Garcia, Ana; Espinosa, Roser; Delgado, Lucia; Casals, Eudald; Gonzalez, Edgar; Puntes, Victor; Barata, Carlos; Font, Xavier; Sanchez, Antoni","Acute toxicity of cerium oxide, titanium oxide and iron oxide nanoparticles using standardized tests",DESALINATION,269,1月3日,2011
Fe3O4,Spherical,TMAOH-tetramethylammonium hydroxide,6,nm,,,,nm,,-58.4,mV,crustacean,Daphnia magna,OECD protocols,OECD protocols,LC50,48,h,0.00023,mg/ml,"Garcia, Ana; Espinosa, Roser; Delgado, Lucia; Casals, Eudald; Gonzalez, Edgar; Puntes, Victor; Barata, Carlos; Font, Xavier; Sanchez, Antoni","Acute toxicity of cerium oxide, titanium oxide and iron oxide nanoparticles using standardized tests",DESALINATION,269,1月3日,2011
NiO,spherical,,24,nm,,,173.7,nm,,-13,mV,crustacean,Artemia salina ,sea water (3.8 g/l salinity),light,IC50,48,h,43.73, μg/ml,Javed Iqbal; Banzeer Ahsan Abbasi; Tariq Mahmood; Safia Hameed; Akhtar Munir; Sobia Kanwal,Green synthesis and characterizations of Nickel oxide nanoparticles using leaf extract of Rhamnus virgata and their potential biological applications,Applied Organometallic Chemistry,33,,2019
NiO,spherical,,24,nm,,,173.7,nm,,-13,mV,crustacean,Artemia salina ,sea water (38 g/L salinity; supplemented with 6 mg/L dried yeast),light,IC50,24,h,42.6, lg/ml,Ali Talha Khalil; Muhammad Ovais; Ikram Ullah; Muhammad Ali; Zabta Khan Shinwari; Dilawar Hassan; Malik Maaza,"Sageretia thea (Osbeck.) modulated biosynthesis of NiO nanoparticles and their in vitro pharmacognostic, antioxidant and cytotoxic potential","Artificial Cells, Nanomedicine, and Biotechnology",46,4,2018
NiO,,,30,nm,99.5,65,,nm,,,mV,algae,Chlorella vulgaris,sterile BG-11 liquid medium at pH 7,continuous illumination (light intensity of 100 µmol m−2 s−1 provided by SYLVANIA GRO-LUX Wide Spectrum light F40/GRQ/AQ/WS),EC50,96,h,13.7, mg/L,Abdallah Oukarroum; Wassila Zaidi; Mahshid Samadani; David Dewez,Toxicity of Nickel Oxide Nanoparticles on a Freshwater Green Algal Strain of Chlorella vulgaris,BioMed Research International,,,2017
NiO,spherical,,20,nm,,,,nm,,,mV,algae,Chlorella vulgaris ,f/2 medium,12 h light and 12 h night,EC50,96,h,31.4, mg/L,LI Yongqing; XIAO Ran; LIU Zonglai; LIANG Xiujuan; FENG Wei,Cytotoxicity of NiO nanoparticles and its conversion inside Chlorella vulgaris,Chemical Research in Chinese Universities ,33,1,2017
NiO,,,50,nm,,,,nm,,-18.75,mV,fish,Danio rerio ,water previously treated by aeration and kept under filtration; pH of 7.0−8.0. ,natural light/dark cycle,LC50,96,h,175, mg/L,Jing Hou; Haiqiang Liu; Luyao Wang; Linshuai Duan; Shiguo Li; Xiangke Wang,Molecular Toxicity of Metal Oxide Nanoparticles in Danio rerio,Environmental Science & Technology,52,14,2018
NiO,,,50,nm,99.8,,22,nm,,,mV,crustacean,Daphnia magna,OECD 202,16:8 hlight: dark photoperiod,LC50,48,h,36.79, mg/L,Ning Gong; Kuishuang Shao; Guangyao Li; Yeqing Sun,Acute and chronic toxicity of nickel oxide nanoparticles to Daphnia magna: The influence of algal enrichment,NanoImpact,3月4日,,2016
NiO,,,50,nm,99.8,,800,nm,dissolution of the NPs of 22%,-7.6,mV,algae,Pseudokirchneriella subcapitata,OECD 201,natural light/dark cycle,EC50,72,h,1.6, mg/L,Cátia A. Sousa; Helena M.V.M. Soares; Eduardo V. Soares,Toxic effects of nickel oxide (NiO) nanoparticles on the freshwater alga Pseudokirchneriella subcapitata,Aquatic Toxicology,204,,2018
SiO2,,,15,nm,,200,43,nm,,-39,mV,algae,Raphidocelis subcapitata,OECD 201,natural light/dark cycle,EC50,72,h,14.1, mg/L,Dana Kühnel; Carmen Nickel; Bryan Hellack; Esther van der Zalm; Carola Kussatz; Monika Herrchen; Boris Meisterjahn; Kerstin Hund-Rinke,Closing gaps for environmental risk screening of engineered nanomaterials,NanoImpact,15,,2019
SiO2,,,15,nm,,200,43,nm,,-39,mV,algae,Desmodesmus subspicatus,OECD 201,natural light/dark cycle,EC50,72,h,86, mg/L,Dana Kühnel; Carmen Nickel; Bryan Hellack; Esther van der Zalm; Carola Kussatz; Monika Herrchen; Boris Meisterjahn; Kerstin Hund-Rinke,Closing gaps for environmental risk screening of engineered nanomaterials,NanoImpact,15,,2019
SiO2,,,15,nm,,200,43,nm,,-39,mV,crustacean,Daphnia magna,OECD 202,natural light/dark cycle,EC50,48,h,100, mg/L,Dana Kühnel; Carmen Nickel; Bryan Hellack; Esther van der Zalm; Carola Kussatz; Monika Herrchen; Boris Meisterjahn; Kerstin Hund-Rinke,Closing gaps for environmental risk screening of engineered nanomaterials,NanoImpact,15,,2019
SiO2,,,15,nm,,200,43,nm,,-39,mV,crustacean,Daphnia magna,OECD 201,natural light/dark cycle,EC50,72,h,100, mg/L,Dana Kühnel; Carmen Nickel; Bryan Hellack; Esther van der Zalm; Carola Kussatz; Monika Herrchen; Boris Meisterjahn; Kerstin Hund-Rinke,Closing gaps for environmental risk screening of engineered nanomaterials,NanoImpact,15,,2019
SiO2,,,15,nm,,200,43,nm,,-39,mV,fish,Danio rerio,OECD 236,natural light/dark cycle,EC50,96,h,100, mg/L,Dana Kühnel; Carmen Nickel; Bryan Hellack; Esther van der Zalm; Carola Kussatz; Monika Herrchen; Boris Meisterjahn; Kerstin Hund-Rinke,Closing gaps for environmental risk screening of engineered nanomaterials,NanoImpact,15,,2019
SiO2,,covalent surface functionalization with low-molar-mass silane having a pos. charged amino end group,15,nm,,200,43,nm,,0,mV,algae,Raphidocelis subcapitata,OECD 201,natural light/dark cycle,EC50,72,h,29.2, mg/L,Dana Kühnel; Carmen Nickel; Bryan Hellack; Esther van der Zalm; Carola Kussatz; Monika Herrchen; Boris Meisterjahn; Kerstin Hund-Rinke,Closing gaps for environmental risk screening of engineered nanomaterials,NanoImpact,15,,2019
SiO2,,covalent surface functionalization with low-molar-mass silane having a pos. charged amino end group,15,nm,,200,43,nm,,0,mV,algae,Desmodesmus subspicatus,OECD 201,natural light/dark cycle,EC50,72,h,111, mg/L,Dana Kühnel; Carmen Nickel; Bryan Hellack; Esther van der Zalm; Carola Kussatz; Monika Herrchen; Boris Meisterjahn; Kerstin Hund-Rinke,Closing gaps for environmental risk screening of engineered nanomaterials,NanoImpact,15,,2019
SiO2,,covalent surface functionalization with low-molar-mass silane having a pos. charged amino end group,15,nm,,200,43,nm,,0,mV,crustacean,Daphnia magna,OECD 202,natural light/dark cycle,EC50,48,h,100, mg/L,Dana Kühnel; Carmen Nickel; Bryan Hellack; Esther van der Zalm; Carola Kussatz; Monika Herrchen; Boris Meisterjahn; Kerstin Hund-Rinke,Closing gaps for environmental risk screening of engineered nanomaterials,NanoImpact,15,,2019
SiO2,,covalent surface functionalization with low-molar-mass silane having a pos. charged amino end group,15,nm,,200,43,nm,,0,mV,crustacean,Daphnia magna,OECD 201,natural light/dark cycle,EC50,72,h,100, mg/L,Dana Kühnel; Carmen Nickel; Bryan Hellack; Esther van der Zalm; Carola Kussatz; Monika Herrchen; Boris Meisterjahn; Kerstin Hund-Rinke,Closing gaps for environmental risk screening of engineered nanomaterials,NanoImpact,15,,2019
SiO2,,covalent surface functionalization with low-molar-mass silane having a pos. charged amino end group,15,nm,,200,43,nm,,0,mV,fish,Danio rerio,OECD 236,natural light/dark cycle,EC50,96,h,100, mg/L,Dana Kühnel; Carmen Nickel; Bryan Hellack; Esther van der Zalm; Carola Kussatz; Monika Herrchen; Boris Meisterjahn; Kerstin Hund-Rinke,Closing gaps for environmental risk screening of engineered nanomaterials,NanoImpact,15,,2019
