Chemical Name,shape,coating,diameter mean,diameter Units,Chemical Purity Mean,surface (m2/g),size mean,Size Units,Dissolution,zp mean,zp Units,Species group,Species Scientific Name,media type,illumination,Endpoint,Duration,Observed Duration Units,Toxicity Conc Mean,Toxicity Conc Units,authors,title,journal,vol,issue,year,id
"Ag"," "," ","15","nm"," "," ","35","nm"," "," ","mV","crustacean","Daphnia magna","dechlorinated tap water","OECD 203 Test Guidelines","LC50","24","h","92"," µg/L","Choi, Kyungho; ???; Park, Yena; ???; ???; Kwon, Dongwook; Yoon, Tae-Hyun","Effects of Size, Impurities, and Citrate Capping on the Toxicity of Manufactured Silver Nano-particles to Larval Zebrafish (Danio rerio)","JOURNAL OF ENVIRONMENTAL HEALTH SCIENCES","39","4","2013","369"
"Ag"," ","PVP","8.4","nm"," "," ","105.7","nm"," ","-4.86","mV","crustacean","Daphnia magna","lake water, conductivity 439 µS/cm, DOC 11.8 mg C/L, pH 8.3","dark","LC50","24","h","73.3","µg Ag/L","Blinova, Irina; Niskanen, Jukka; Kajankari, Paula; Kanarbik, Liina; Kaekinen, Aleksandr; Tenhu, Heikki; Penttinen, Olli-Pekka; Kahru, Anne","Toxicity of two types of silver nanoparticles to aquatic crustaceans Daphnia magna and Thamnocephalus platyurus","ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH","20","5","2013","370"
"Ag"," ","organic coating","100","nm"," "," ","94.88","nm"," ","-18.3","mV","crustacean","Daphnia magna","moderately hard reconstituted water; hardness as CaCO3 96 mg/L, alkalinity as CaCO3 65 mg/L, specific conductivity 324 µmhos/cm, DO 7.20 mg/L, ph 8.16, DOC 0.78 mg/L, TOC 1.65 mg/L, fed with algae/grass extract suspension","16-h/8-h light/dark cycle","LC50","48","h","176.4"," µg/L","Allen, H. Joel; Impellitteri, Christopher A.; Macke, Dana A.; Heckman, J. Lee; Poynton, Helen C.; Lazorchak, James M.; Govindaswamy, Shekar; Roose, Deborah L.; Nadagouda, Mallikarjuna N.","EFFECTS FROM FILTRATION, CAPPING AGENTS, AND PRESENCE/ABSENCE OF FOOD ON THE TOXICITY OF SILVER NANOPARTICLES TO DAPHNIA MAGNA","ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY","29","12","2010","371"
"Ag"," "," ","15","nm"," "," ","35","nm"," "," ","mV","crustacean","Daphnia magna","dechlorinated tap water","OECD 203 Test Guidelines","LC50","48","h","92"," µg/L","Choi, Kyungho; ???; Park, Yena; ???; ???; Kwon, Dongwook; Yoon, Tae-Hyun","Effects of Size, Impurities, and Citrate Capping on the Toxicity of Manufactured Silver Nano-particles to Larval Zebrafish (Danio rerio)","JOURNAL OF ENVIRONMENTAL HEALTH SCIENCES","39","4","2013","372"
"Ag"," ","PVP","8.4","nm"," "," ","105.7","nm"," ","-4.86","mV","crustacean","Daphnia magna","lake water, conductivity 143 µS/cm, DOC 22 mg C/L, pH 7.6","dark","LC50","24","h","176","µg Ag/L","Blinova, Irina; Niskanen, Jukka; Kajankari, Paula; Kanarbik, Liina; Kaekinen, Aleksandr; Tenhu, Heikki; Penttinen, Olli-Pekka; Kahru, Anne","Toxicity of two types of silver nanoparticles to aquatic crustaceans Daphnia magna and Thamnocephalus platyurus","ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH","20","5","2013","373"
"Ag"," "," ","15","nm"," "," ","35","nm"," "," ","mV","crustacean","Daphnia magna","dechlorinated tap water","OECD 203 Test Guidelines","LC50","72","h","78.5"," µg/L","Choi, Kyungho; ???; Park, Yena; ???; ???; Kwon, Dongwook; Yoon, Tae-Hyun","Effects of Size, Impurities, and Citrate Capping on the Toxicity of Manufactured Silver Nano-particles to Larval Zebrafish (Danio rerio)","JOURNAL OF ENVIRONMENTAL HEALTH SCIENCES","39","4","2013","374"
"Ag","various spherical","leaf extract","77.5","nm"," "," "," ","nm"," "," ","mV","crustacean","Daphnia magna","double distilled sterilized water","14-h/10-h light/dark cycle","LC50","24","h","0.891","mg/L","Gnanadesigan, M.; Anand, M.; Ravikumar, S.; Maruthupandy, M.; Vijayakumar, V.; Selvam, S.; Dhineshkumar, M.; Kumaraguru, A. K.","Biosynthesis of silver nanoparticles by using mangrove plant extract and their potential mosquito larvicidal property","ASIAN PACIFIC JOURNAL OF TROPICAL MEDICINE","4","10","2011","375"
"Ag"," ","noncoated","150","nm"," "," ","1561.29","nm"," ","-20.1","mV","crustacean","Daphnia magna","moderately hard reconstituted water; hardness as CaCO3 96 mg/L, alkalinity as CaCO3 65 mg/L, specific conductivity 324 µmhos/cm, DO 7.20 mg/L, ph 8.16, DOC 0.14 mg/L, TOC 0.35 mg/L","16-h/8-h light/dark cycle","LC50","48","h","16.7"," µg/L","Allen, H. Joel; Impellitteri, Christopher A.; Macke, Dana A.; Heckman, J. Lee; Poynton, Helen C.; Lazorchak, James M.; Govindaswamy, Shekar; Roose, Deborah L.; Nadagouda, Mallikarjuna N.","EFFECTS FROM FILTRATION, CAPPING AGENTS, AND PRESENCE/ABSENCE OF FOOD ON THE TOXICITY OF SILVER NANOPARTICLES TO DAPHNIA MAGNA","ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY","29","12","2010","376"
"Ag"," "," ","15","nm"," "," ","35","nm"," "," ","mV","crustacean","Daphnia magna","dechlorinated tap water","OECD 203 Test Guidelines","LC50","96","h","78.6"," µg/L","Choi, Kyungho; ???; Park, Yena; ???; ???; Kwon, Dongwook; Yoon, Tae-Hyun","Effects of Size, Impurities, and Citrate Capping on the Toxicity of Manufactured Silver Nano-particles to Larval Zebrafish (Danio rerio)","JOURNAL OF ENVIRONMENTAL HEALTH SCIENCES","39","4","2013","377"
"Ag","various spherical","leaf extract","77.5","nm"," "," "," ","nm"," "," ","mV","crustacean","Daphnia magna","double distilled sterilized water","14-h/10-h light/dark cycle","LC50","24","h","0.585","mg/L","Gnanadesigan, M.; Anand, M.; Ravikumar, S.; Maruthupandy, M.; Vijayakumar, V.; Selvam, S.; Dhineshkumar, M.; Kumaraguru, A. K.","Biosynthesis of silver nanoparticles by using mangrove plant extract and their potential mosquito larvicidal property","ASIAN PACIFIC JOURNAL OF TROPICAL MEDICINE","4","10","2011","378"
"Ag"," ","citrate","15","nm"," "," ","40.6","nm"," "," ","mV","crustacean","Daphnia magna","dechlorinated tap water","OECD 203 Test Guidelines","LC50","24","h","113.4"," µg/L","Choi, Kyungho; ???; Park, Yena; ???; ???; Kwon, Dongwook; Yoon, Tae-Hyun","Effects of Size, Impurities, and Citrate Capping on the Toxicity of Manufactured Silver Nano-particles to Larval Zebrafish (Danio rerio)","JOURNAL OF ENVIRONMENTAL HEALTH SCIENCES","39","4","2013","379"
"Ag"," ","noncoated","150","nm"," "," ","1561.29","nm"," ","-20.1","mV","crustacean","Daphnia magna","moderately hard reconstituted water; hardness as CaCO3 96 mg/L, alkalinity as CaCO3 65 mg/L, specific conductivity 324 µmhos/cm, DO 7.20 mg/L, ph 8.16, DOC 0.14 mg/L, TOC 0.35 mg/L","16-h/8-h light/dark cycle","LC50","48","h","1.4"," µg/L","Allen, H. Joel; Impellitteri, Christopher A.; Macke, Dana A.; Heckman, J. Lee; Poynton, Helen C.; Lazorchak, James M.; Govindaswamy, Shekar; Roose, Deborah L.; Nadagouda, Mallikarjuna N.","EFFECTS FROM FILTRATION, CAPPING AGENTS, AND PRESENCE/ABSENCE OF FOOD ON THE TOXICITY OF SILVER NANOPARTICLES TO DAPHNIA MAGNA","ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY","29","12","2010","380"
"Ag"," "," ","100","nm"," "," ","107","nm"," "," ","mV","crustacean","Daphnia magna","artificial spring water (EPA 2002)","16-h/8-h light/dark cycle","LC50","96","h","2.18"," µg/L","Bernot, Randall J.; Brandenburg, Michael","Freshwater snail vital rates affected by non-lethal concentrations of silver nanoparticles","HYDROBIOLOGIA","714","1","2013","381"
"Ag"," ","citrate","15","nm"," "," ","40.6","nm"," "," ","mV","crustacean","Daphnia magna","dechlorinated tap water","OECD 203 Test Guidelines","LC50","48","h","95.9"," µg/L","Choi, Kyungho; ???; Park, Yena; ???; ???; Kwon, Dongwook; Yoon, Tae-Hyun","Effects of Size, Impurities, and Citrate Capping on the Toxicity of Manufactured Silver Nano-particles to Larval Zebrafish (Danio rerio)","JOURNAL OF ENVIRONMENTAL HEALTH SCIENCES","39","4","2013","382"
"Ag"," ","noncoated","35  (TEM 114.0 ± 65 )","nm"," ","40"," ","nm","0.1-2% at 50 µg Ag/L in 72 h"," ","mV","crustacean","Daphnia magna","embryo culture water (0.60 mg of marine salts [Tropic Marin] per litre of deionised water)"," ","LC50","48","h","500"," µg/L","Osborne, Olivia J.; Johnston, Blair D.; Moger, Julian; Balousha, Mohammed; Lead, Jamie R.; Kudoh, Tetsuhiro; Tyler, Charles R.","Effects of particle size and coating on nanoscale Ag and TiO2 exposure in zebrafish (Danio rerio) embryos","NANOTOXICOLOGY","7","8","2013","383"
"Ag"," ","citrate","15","nm"," "," ","40.6","nm"," "," ","mV","crustacean","Daphnia magna","dechlorinated tap water","OECD 203 Test Guidelines","LC50","72","h","91.1"," µg/L","Choi, Kyungho; ???; Park, Yena; ???; ???; Kwon, Dongwook; Yoon, Tae-Hyun","Effects of Size, Impurities, and Citrate Capping on the Toxicity of Manufactured Silver Nano-particles to Larval Zebrafish (Danio rerio)","JOURNAL OF ENVIRONMENTAL HEALTH SCIENCES","39","4","2013","384"
"Ag"," ","citrate","35  (TEM 114.0 ± 65 )","nm"," ","40"," ","nm","0.1-2% at 50 µg Ag/L in 72 h"," ","mV","crustacean","Daphnia magna","embryo culture water (0.60 mg of marine salts [Tropic Marin] per litre of deionised water)"," ","LC50","48","h","5000"," µg/L","Osborne, Olivia J.; Johnston, Blair D.; Moger, Julian; Balousha, Mohammed; Lead, Jamie R.; Kudoh, Tetsuhiro; Tyler, Charles R.","Effects of particle size and coating on nanoscale Ag and TiO2 exposure in zebrafish (Danio rerio) embryos","NANOTOXICOLOGY","7","8","2013","385"
"Ag"," ","citrate","15","nm"," "," ","40.6","nm"," "," ","mV","crustacean","Daphnia magna","dechlorinated tap water","OECD 203 Test Guidelines","LC50","96","h","87"," µg/L","Choi, Kyungho; ???; Park, Yena; ???; ???; Kwon, Dongwook; Yoon, Tae-Hyun","Effects of Size, Impurities, and Citrate Capping on the Toxicity of Manufactured Silver Nano-particles to Larval Zebrafish (Danio rerio)","JOURNAL OF ENVIRONMENTAL HEALTH SCIENCES","39","4","2013","386"
"Ag","wire","PVP","30","nm"," "," "," ","nm","no Ag+ release detected","-18","mV","crustacean","Daphnia magna","nutritive COMBO media (concentration, mg/L): CaCl2•2H2O 55, MgSO4•7H2O 55.5, K2HPO4 4.36, NaNO3 42.5, NaHCO3 50.5, Na2SiO3•9H2O, 14.2 H3BO3 12, pH 7.4-7.8","16-h/8-h light/dark cycle","LC50","24","h","421"," µg/L","Scanlan, Leona D.; Reed, Robert B.; Loguinov, Alexandre V.; Antczak, Philipp; Tagmount, Abderrahmane; Aloni, Shaul; Nowinski, Daniel Thomas; Luong, Pauline; Tran, Christine; Karunaratne, Nadeeka; Don Pham; Lin, Xin Xin; Falciani, Francesco; Higgins, Christopher P.; Ranville, James F.; Vulpe, Chris D.; Gilbert, Benjamin","Silver Nanowire Exposure Results in Internalization and Toxicity to Daphnia magna","ACS NANO","7","12","2013","387"
"Ag"," ","citrate","15","nm"," "," ","10.9","nm"," "," ","mV","crustacean","Daphnia magna","dechlorinated tap water","OECD 203 Test Guidelines","LC50","24","h","104"," µg/L","Choi, Kyungho; ???; Park, Yena; ???; ???; Kwon, Dongwook; Yoon, Tae-Hyun","Effects of Size, Impurities, and Citrate Capping on the Toxicity of Manufactured Silver Nano-particles to Larval Zebrafish (Danio rerio)","JOURNAL OF ENVIRONMENTAL HEALTH SCIENCES","39","4","2013","388"
"Ag"," ","citrate","100","nm"," "," ","6.62","nm"," ","-39.7 ± 19.5 mV","mV","crustacean","Daphnia magna","moderately hard reconstituted water; hardness as CaCO3 96 mg/L, alkalinity as CaCO3 65 mg/L, specific conductivity 324 µmhos/cm, DO 7.20 mg/L, ph 8.16, DOC 0.14 mg/L, TOC 0.35 mg/L","16-h/8-h light/dark cycle","LC50","48","h","1.1"," µg/L","Allen, H. Joel; Impellitteri, Christopher A.; Macke, Dana A.; Heckman, J. Lee; Poynton, Helen C.; Lazorchak, James M.; Govindaswamy, Shekar; Roose, Deborah L.; Nadagouda, Mallikarjuna N.","EFFECTS FROM FILTRATION, CAPPING AGENTS, AND PRESENCE/ABSENCE OF FOOD ON THE TOXICITY OF SILVER NANOPARTICLES TO DAPHNIA MAGNA","ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY","29","12","2010","389"
"Ag"," ","noncoated","100","nm","99.5","5"," ","nm","0.2 mg/L at 10 mg/L; 0.35 mg/L at 15 mg/L; 0.4 mg/L at 20 mg/L"," ","mV","plant","tomato (Lycopersicum esculentum)","deionized water","dark","EC50","4","days","15","mg/L","Ravindran, Aswathy; Prathna, T. C.; Verma, Vinod Kumar; Chandrasekaran, N.; Mukherjee, Amitava","Bovine serum albumin mediated decrease in silver nanoparticle phytotoxicity: root elongation and seed germination assay","TOXICOLOGICAL AND ENVIRONMENTAL CHEMISTRY","94","1","2012","390"
"Ag"," ","citrate","15","nm"," "," ","10.9","nm"," "," ","mV","crustacean","Daphnia magna","dechlorinated tap water","OECD 203 Test Guidelines","LC50","48","h","100.8"," µg/L","Choi, Kyungho; ???; Park, Yena; ???; ???; Kwon, Dongwook; Yoon, Tae-Hyun","Effects of Size, Impurities, and Citrate Capping on the Toxicity of Manufactured Silver Nano-particles to Larval Zebrafish (Danio rerio)","JOURNAL OF ENVIRONMENTAL HEALTH SCIENCES","39","4","2013","391"
"Ag"," ","coffee","100","nm"," "," ","568.61","nm"," ","-9.3 ± 4.15 mV","mV","crustacean","Daphnia magna","moderately hard reconstituted water; hardness as CaCO3 96 mg/L, alkalinity as CaCO3 65 mg/L, specific conductivity 324 µmhos/cm, DO 7.20 mg/L, ph 8.16, DOC 0.14 mg/L, TOC 0.35 mg/L","16-h/8-h light/dark cycle","LC50","48","h","1"," µg/L","Allen, H. Joel; Impellitteri, Christopher A.; Macke, Dana A.; Heckman, J. Lee; Poynton, Helen C.; Lazorchak, James M.; Govindaswamy, Shekar; Roose, Deborah L.; Nadagouda, Mallikarjuna N.","EFFECTS FROM FILTRATION, CAPPING AGENTS, AND PRESENCE/ABSENCE OF FOOD ON THE TOXICITY OF SILVER NANOPARTICLES TO DAPHNIA MAGNA","ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY","29","12","2010","392"
"Ag","wire","PVP","65","nm"," "," "," ","nm","no Ag+ release detected"," ","mV","crustacean","Daphnia magna","nutritive COMBO media (concentration, mg/L): CaCl2•2H2O 55, MgSO4•7H2O 55.5, K2HPO4 4.36, NaNO3 42.5, NaHCO3 50.5, Na2SiO3•9H2O, 14.2 H3BO3 12, pH 7.4-7.8","16-h/8-h light/dark cycle","LC50","24","h","233.9"," µg/L","Scanlan, Leona D.; Reed, Robert B.; Loguinov, Alexandre V.; Antczak, Philipp; Tagmount, Abderrahmane; Aloni, Shaul; Nowinski, Daniel Thomas; Luong, Pauline; Tran, Christine; Karunaratne, Nadeeka; Don Pham; Lin, Xin Xin; Falciani, Francesco; Higgins, Christopher P.; Ranville, James F.; Vulpe, Chris D.; Gilbert, Benjamin","Silver Nanowire Exposure Results in Internalization and Toxicity to Daphnia magna","ACS NANO","7","12","2013","393"
"Ag"," ","citrate","15","nm"," "," ","10.9","nm"," "," ","mV","crustacean","Daphnia magna","dechlorinated tap water","OECD 203 Test Guidelines","LC50","72","h","100.8"," µg/L","Choi, Kyungho; ???; Park, Yena; ???; ???; Kwon, Dongwook; Yoon, Tae-Hyun","Effects of Size, Impurities, and Citrate Capping on the Toxicity of Manufactured Silver Nano-particles to Larval Zebrafish (Danio rerio)","JOURNAL OF ENVIRONMENTAL HEALTH SCIENCES","39","4","2013","394"
"Ag","wire","Al-doped SiO2","30","nm"," "," "," ","nm","10 µg/L at 111 µM","-32","mV","crustacean","Daphnia magna","nutritive COMBO media (concentration, mg/L): CaCl2•2H2O 55, MgSO4•7H2O 55.5, K2HPO4 4.36, NaNO3 42.5, NaHCO3 50.5, Na2SiO3•9H2O, 14.2 H3BO3 12, pH 7.4-7.8","16-h/8-h light/dark cycle","LC50","24","h","155"," µg/L","Scanlan, Leona D.; Reed, Robert B.; Loguinov, Alexandre V.; Antczak, Philipp; Tagmount, Abderrahmane; Aloni, Shaul; Nowinski, Daniel Thomas; Luong, Pauline; Tran, Christine; Karunaratne, Nadeeka; Don Pham; Lin, Xin Xin; Falciani, Francesco; Higgins, Christopher P.; Ranville, James F.; Vulpe, Chris D.; Gilbert, Benjamin","Silver Nanowire Exposure Results in Internalization and Toxicity to Daphnia magna","ACS NANO","7","12","2013","395"
"Ag"," ","citrate","15","nm"," "," ","10.9","nm"," "," ","mV","crustacean","Daphnia magna","dechlorinated tap water","OECD 203 Test Guidelines","LC50","96","h","93.6"," µg/L","Choi, Kyungho; ???; Park, Yena; ???; ???; Kwon, Dongwook; Yoon, Tae-Hyun","Effects of Size, Impurities, and Citrate Capping on the Toxicity of Manufactured Silver Nano-particles to Larval Zebrafish (Danio rerio)","JOURNAL OF ENVIRONMENTAL HEALTH SCIENCES","39","4","2013","396"
"Ag"," "," ","30","nm"," "," "," ","nm"," "," ","mV","crustacean","Daphnia magna","reconstituted hard water (0.192 g/L NaHCO3, 0.120 g/L CaSO4*2H2O, 0.120 g/L MgSO4, 0.008 g/L KCl, 0.170 g/L CaCO3), pH 7-8","16-h/8-h light/dark cycle","LC50","48","h","26.75"," µg/L","Resano, Martin; Lapena, Ana C.; Belarra, Miguel A.","Potential of solid sampling high-resolution continuum source graphite furnace atomic absorption spectrometry to monitor the Ag body burden in individual Daphnia magna specimens exposed to Ag nanoparticles","ANALYTICAL METHODS","5","5","2013","397"
"Ag","spherical","citrate","20","nm"," "," ","28","nm","1.4 (95%CI 1.2–1.7) µg/L at LC50","-38.5","mV","crustacean","Daphnia magna","soft reconstituted water 150-µS/cm: 96 mg/L NaHCO3; 60.0 mg/L CaSO4*2H2O; 60.0 mg/L MgSO4; 4.0 mg/L KCl; pH 7.4 to 7.8; hardness 80 mg to 100 mg CaCO3 equivalents/L; and alkalinity 60 mg to 70 mg CaCO3
equivalents/L","16-h/8-h light/dark cycle","LC50","48","h","8.1"," µg/L","Harmon, Ashley R.; Kennedy, Alan J.; Poda, Aimee R.; Bednar, Anthony J.; Chappell, Mark A.; Steevens, Jeffery A.","DETERMINATION OF NANOSILVER DISSOLUTION KINETICS AND TOXICITY IN AN ENVIRONMENTALLY RELEVANT AQUEOUS MEDIUM","ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY","33","8","2014","398"
"Ag","wire","Al-doped SiO2","65","nm"," "," "," ","nm","no Ag+ release detected"," ","mV","crustacean","Daphnia magna","nutritive COMBO media (concentration, mg/L): CaCl2•2H2O 55, MgSO4•7H2O 55.5, K2HPO4 4.36, NaNO3 42.5, NaHCO3 50.5, Na2SiO3•9H2O, 14.2 H3BO3 12, pH 7.4-7.8","16-h/8-h light/dark cycle","LC50","24","h","522"," µg/L","Scanlan, Leona D.; Reed, Robert B.; Loguinov, Alexandre V.; Antczak, Philipp; Tagmount, Abderrahmane; Aloni, Shaul; Nowinski, Daniel Thomas; Luong, Pauline; Tran, Christine; Karunaratne, Nadeeka; Don Pham; Lin, Xin Xin; Falciani, Francesco; Higgins, Christopher P.; Ranville, James F.; Vulpe, Chris D.; Gilbert, Benjamin","Silver Nanowire Exposure Results in Internalization and Toxicity to Daphnia magna","ACS NANO","7","12","2013","399"
"Ag"," ","alkane","7.5","nm"," "," ","215","nm","The average percentage recovery of Ag was 91%"," ","mV","crustacean","Daphnia magna","ASTM (American Society for Testing and Materials) medium","16-h/8-h light/dark cycle","LC50","24","h","11.41"," µg/L","Ribeiro, Fabianne; Gallego-Urrea, Julian Alberto; Jurkschat, Kerstin; Crossley, Alison; Hassellov, Martin; Taylor, Cameron; Soares, Amadeu M. V. M.; Loureiro, Susana","Silver nanoparticles and silver nitrate induce high toxicity to Pseudokirchneriella subcapitata, Daphnia magna and Danio rerio","SCIENCE OF THE TOTAL ENVIRONMENT","466","","2014","400"
"Ag"," ","protein","12.5","nm"," "," ","50.7","nm"," ","-16.5","mV","crustacean","Daphnia magna","moderately hard artificial fresh water (US EPA 2005), conductivity 665 µS/cm, DOC 0 mg C/L, pH 7.8-8.0","dark","LC50","24","h","189","µg Ag/L","Blinova, Irina; Niskanen, Jukka; Kajankari, Paula; Kanarbik, Liina; Kaekinen, Aleksandr; Tenhu, Heikki; Penttinen, Olli-Pekka; Kahru, Anne","Toxicity of two types of silver nanoparticles to aquatic crustaceans Daphnia magna and Thamnocephalus platyurus","ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH","20","5","2013","401"
"Ag"," ","alkane","7.5","nm"," "," ","215","nm","The average percentage recovery of Ag was 91%"," ","mV","crustacean","Daphnia magna","ASTM (American Society for Testing and Materials) medium","16-h/8-h light/dark cycle","LC50","48","h","11.02"," µg/L","Ribeiro, Fabianne; Gallego-Urrea, Julian Alberto; Jurkschat, Kerstin; Crossley, Alison; Hassellov, Martin; Taylor, Cameron; Soares, Amadeu M. V. M.; Loureiro, Susana","Silver nanoparticles and silver nitrate induce high toxicity to Pseudokirchneriella subcapitata, Daphnia magna and Danio rerio","SCIENCE OF THE TOTAL ENVIRONMENT","466","","2014","402"
"Ag","spherical","citrate","20","nm"," "," ","28","nm","1.2 (95%CI 0.9–1.5) µg/L at LC50","-38.5","mV","crustacean","Daphnia magna","soft reconstituted water 150-µS/cm: 96 mg/L NaHCO3; 60.0 mg/L CaSO4*2H2O; 60.0 mg/L MgSO4; 4.0 mg/L KCl; pH 7.4 to 7.8; hardness 80 mg to 100 mg CaCO3 equivalents/L; and alkalinity 60 mg to 70 mg CaCO3
equivalents/L","16-h/8-h light/dark cycle","LC50","48","h","10.2"," µg/L","Harmon, Ashley R.; Kennedy, Alan J.; Poda, Aimee R.; Bednar, Anthony J.; Chappell, Mark A.; Steevens, Jeffery A.","DETERMINATION OF NANOSILVER DISSOLUTION KINETICS AND TOXICITY IN AN ENVIRONMENTALLY RELEVANT AQUEOUS MEDIUM","ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY","33","8","2014","403"
"Ag"," ","alkane","7.5","nm"," "," ","215","nm","The average percentage recovery of Ag was 91%"," ","mV","crustacean","Daphnia magna","ASTM (American Society for Testing and Materials) medium with food ","16-h/8-h light/dark cycle","LC50","24","h","81.84"," µg/L","Ribeiro, Fabianne; Gallego-Urrea, Julian Alberto; Jurkschat, Kerstin; Crossley, Alison; Hassellov, Martin; Taylor, Cameron; Soares, Amadeu M. V. M.; Loureiro, Susana","Silver nanoparticles and silver nitrate induce high toxicity to Pseudokirchneriella subcapitata, Daphnia magna and Danio rerio","SCIENCE OF THE TOTAL ENVIRONMENT","466","","2014","404"
"Ag","spherical","citrate","54","nm"," "," ","57","nm","0.3 (95%CI 0.2–0.3) µg/L at LC50","-38.5","mV","crustacean","Daphnia magna","soft reconstituted water 150-µS/cm: 96 mg/L NaHCO3; 60.0 mg/L CaSO4*2H2O; 60.0 mg/L MgSO4; 4.0 mg/L KCl; pH 7.4 to 7.8; hardness 80 mg to 100 mg CaCO3 equivalents/L; and alkalinity 60 mg to 70 mg CaCO4
equivalents/L","16-h/8-h light/dark cycle","LC50","48","h","11.3"," µg/L","Harmon, Ashley R.; Kennedy, Alan J.; Poda, Aimee R.; Bednar, Anthony J.; Chappell, Mark A.; Steevens, Jeffery A.","DETERMINATION OF NANOSILVER DISSOLUTION KINETICS AND TOXICITY IN AN ENVIRONMENTALLY RELEVANT AQUEOUS MEDIUM","ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY","33","8","2014","405"
"Ag","spherical","citrate","54","nm"," "," ","57","nm","0.9 (95%CI 0.8–1.0) µg/L at LC50","-38.1","mV","crustacean","Daphnia magna","soft reconstituted water 150-µS/cm: 96 mg/L NaHCO3; 60.0 mg/L CaSO4*2H2O; 60.0 mg/L MgSO4; 4.0 mg/L KCl; pH 7.4 to 7.8; hardness 80 mg to 100 mg CaCO3 equivalents/L; and alkalinity 60 mg to 70 mg CaCO5
equivalents/L","16-h/8-h light/dark cycle","LC50","48","h","4.2"," µg/L","Harmon, Ashley R.; Kennedy, Alan J.; Poda, Aimee R.; Bednar, Anthony J.; Chappell, Mark A.; Steevens, Jeffery A.","DETERMINATION OF NANOSILVER DISSOLUTION KINETICS AND TOXICITY IN AN ENVIRONMENTALLY RELEVANT AQUEOUS MEDIUM","ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY","33","8","2014","406"
"Ag","spherical","citrate","54","nm"," "," ","57","nm"," ","-38.1","mV","crustacean","Daphnia magna","soft reconstituted water 150-µS/cm: 96 mg/L NaHCO3; 60.0 mg/L CaSO4*2H2O; 60.0 mg/L MgSO4; 4.0 mg/L KCl; pH 7.4 to 7.8; hardness 80 mg to 100 mg CaCO3 equivalents/L; and alkalinity 60 mg to 70 mg CaCO6
equivalents/L","16-h/8-h light/dark cycle","LC50","48","h","8.5"," µg/L","Harmon, Ashley R.; Kennedy, Alan J.; Poda, Aimee R.; Bednar, Anthony J.; Chappell, Mark A.; Steevens, Jeffery A.","DETERMINATION OF NANOSILVER DISSOLUTION KINETICS AND TOXICITY IN AN ENVIRONMENTALLY RELEVANT AQUEOUS MEDIUM","ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY","33","8","2014","408"
"Ag"," ","alkane","7.5","nm"," "," ","215","nm","The average percentage recovery of Ag was 91%"," ","mV","crustacean","Daphnia magna","ASTM (American Society for Testing and Materials) medium with food ","16-h/8-h light/dark cycle","LC50","48","h","72"," µg/L","Ribeiro, Fabianne; Gallego-Urrea, Julian Alberto; Jurkschat, Kerstin; Crossley, Alison; Hassellov, Martin; Taylor, Cameron; Soares, Amadeu M. V. M.; Loureiro, Susana","Silver nanoparticles and silver nitrate induce high toxicity to Pseudokirchneriella subcapitata, Daphnia magna and Danio rerio","SCIENCE OF THE TOTAL ENVIRONMENT","466","","2014","409"
"Ag"," ","alkane","7.5","nm"," "," ","150","nm","The average percentage recovery of Ag was 91%"," ","mV","crustacean","Daphnia magna","carbon-filtered water added with salt “Instant Ocean Synthetic Sea Salt”, conductivity: 550 ± 50 μS, pH: 7.5 ± 0.5 and dissolved oxygen 95% saturation","16-h/8-h light/dark cycle","LC50","96","h","128.4"," µg/L","Ribeiro, Fabianne; Gallego-Urrea, Julian Alberto; Jurkschat, Kerstin; Crossley, Alison; Hassellov, Martin; Taylor, Cameron; Soares, Amadeu M. V. M.; Loureiro, Susana","Silver nanoparticles and silver nitrate induce high toxicity to Pseudokirchneriella subcapitata, Daphnia magna and Danio rerio","SCIENCE OF THE TOTAL ENVIRONMENT","466","","2014","411"
